Date Of Death Year,Date Of Death Month,Region,AgeGroup,RaceEthnicity,"COVID-19 (U071, Multiple Cause of Death)",Sex,Place Of Death,AnalysisDate,Note,flag_cov19mcod
2020,06,United States,85+ years,All Race/Ethnicity Groups,5452,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,06,United States,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,06,United States,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,06,West,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,06,West,18-29 years,All Race/Ethnicity Groups,23,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,06,West,30-39 years,All Race/Ethnicity Groups,80,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,06,West,40-49 years,All Race/Ethnicity Groups,161,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,06,West,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,06,West,50-64 years,All Race/Ethnicity Groups,729,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,06,West,65-74 years,All Race/Ethnicity Groups,754,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,06,West,75-84 years,All Race/Ethnicity Groups,899,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,06,West,85+ years,All Race/Ethnicity Groups,952,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,06,West,Under 1 year,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,06,West,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Midwest,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Midwest,18-29 years,All Race/Ethnicity Groups,17,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Midwest,30-39 years,All Race/Ethnicity Groups,42,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Midwest,40-49 years,All Race/Ethnicity Groups,73,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Midwest,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,07,Midwest,50-64 years,All Race/Ethnicity Groups,364,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Midwest,65-74 years,All Race/Ethnicity Groups,557,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Midwest,75-84 years,All Race/Ethnicity Groups,674,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Midwest,85+ years,All Race/Ethnicity Groups,865,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Midwest,Under 1 year,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Midwest,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Northeast,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Northeast,18-29 years,All Race/Ethnicity Groups,10,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Northeast,30-39 years,All Race/Ethnicity Groups,11,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Northeast,40-49 years,All Race/Ethnicity Groups,34,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Northeast,5-17 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Northeast,50-64 years,All Race/Ethnicity Groups,244,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Northeast,65-74 years,All Race/Ethnicity Groups,281,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Northeast,75-84 years,All Race/Ethnicity Groups,423,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Northeast,85+ years,All Race/Ethnicity Groups,634,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Northeast,Under 1 year,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,Northeast,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,South,1-4 Years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,07,South,18-29 years,All Race/Ethnicity Groups,125,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,South,30-39 years,All Race/Ethnicity Groups,313,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,South,40-49 years,All Race/Ethnicity Groups,809,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,South,5-17 years,All Race/Ethnicity Groups,17,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,South,50-64 years,All Race/Ethnicity Groups,3488,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,South,65-74 years,All Race/Ethnicity Groups,4395,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,South,75-84 years,All Race/Ethnicity Groups,5028,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,South,85+ years,All Race/Ethnicity Groups,4735,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,South,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,07,South,Unknown Age,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,07,United States,1-4 Years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,07,United States,18-29 years,All Race/Ethnicity Groups,216,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,United States,30-39 years,All Race/Ethnicity Groups,536,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,United States,40-49 years,All Race/Ethnicity Groups,1283,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,United States,5-17 years,All Race/Ethnicity Groups,20,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,United States,50-64 years,All Race/Ethnicity Groups,5523,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,United States,65-74 years,All Race/Ethnicity Groups,6922,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,United States,75-84 years,All Race/Ethnicity Groups,7917,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,United States,85+ years,All Race/Ethnicity Groups,7978,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,United States,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,07,United States,Unknown Age,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,07,West,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,West,18-29 years,All Race/Ethnicity Groups,64,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,West,30-39 years,All Race/Ethnicity Groups,170,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,West,40-49 years,All Race/Ethnicity Groups,367,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,West,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,07,West,50-64 years,All Race/Ethnicity Groups,1427,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,West,65-74 years,All Race/Ethnicity Groups,1689,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,West,75-84 years,All Race/Ethnicity Groups,1792,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,West,85+ years,All Race/Ethnicity Groups,1744,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,07,West,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,07,West,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Midwest,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Midwest,18-29 years,All Race/Ethnicity Groups,12,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Midwest,30-39 years,All Race/Ethnicity Groups,28,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Midwest,40-49 years,All Race/Ethnicity Groups,68,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Midwest,5-17 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Midwest,50-64 years,All Race/Ethnicity Groups,385,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Midwest,65-74 years,All Race/Ethnicity Groups,677,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Midwest,75-84 years,All Race/Ethnicity Groups,981,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Midwest,85+ years,All Race/Ethnicity Groups,1193,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Midwest,Under 1 year,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Midwest,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Northeast,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Northeast,18-29 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,08,Northeast,30-39 years,All Race/Ethnicity Groups,10,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Northeast,40-49 years,All Race/Ethnicity Groups,28,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Northeast,5-17 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Northeast,50-64 years,All Race/Ethnicity Groups,116,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Northeast,65-74 years,All Race/Ethnicity Groups,218,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Northeast,75-84 years,All Race/Ethnicity Groups,338,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Northeast,85+ years,All Race/Ethnicity Groups,430,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Northeast,Under 1 year,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,Northeast,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,South,1-4 Years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,08,South,18-29 years,All Race/Ethnicity Groups,72,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,South,30-39 years,All Race/Ethnicity Groups,199,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,South,40-49 years,All Race/Ethnicity Groups,672,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,South,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,08,South,50-64 years,All Race/Ethnicity Groups,3121,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,South,65-74 years,All Race/Ethnicity Groups,4300,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,South,75-84 years,All Race/Ethnicity Groups,4873,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,South,85+ years,All Race/Ethnicity Groups,4542,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,South,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,08,South,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,United States,1-4 Years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,08,United States,18-29 years,All Race/Ethnicity Groups,122,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,United States,30-39 years,All Race/Ethnicity Groups,342,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,United States,40-49 years,All Race/Ethnicity Groups,1043,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,United States,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,08,United States,50-64 years,All Race/Ethnicity Groups,4842,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,United States,65-74 years,All Race/Ethnicity Groups,6562,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,United States,75-84 years,All Race/Ethnicity Groups,7699,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,United States,85+ years,All Race/Ethnicity Groups,7729,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,United States,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,08,United States,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,West,1-4 Years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,08,West,18-29 years,All Race/Ethnicity Groups,37,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,West,30-39 years,All Race/Ethnicity Groups,105,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,West,40-49 years,All Race/Ethnicity Groups,275,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,West,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,08,West,50-64 years,All Race/Ethnicity Groups,1220,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,West,65-74 years,All Race/Ethnicity Groups,1367,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,West,75-84 years,All Race/Ethnicity Groups,1507,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,West,85+ years,All Race/Ethnicity Groups,1564,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,West,Under 1 year,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,08,West,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Midwest,1-4 Years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,Cumulative May through August,Midwest,18-29 years,All Race/Ethnicity Groups,71,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Midwest,30-39 years,All Race/Ethnicity Groups,200,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Midwest,40-49 years,All Race/Ethnicity Groups,446,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Midwest,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,Cumulative May through August,Midwest,50-64 years,All Race/Ethnicity Groups,2428,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Midwest,65-74 years,All Race/Ethnicity Groups,3667,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Midwest,75-84 years,All Race/Ethnicity Groups,4665,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Midwest,85+ years,All Race/Ethnicity Groups,6239,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Midwest,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,Cumulative May through August,Midwest,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Northeast,1-4 Years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,Cumulative May through August,Northeast,18-29 years,All Race/Ethnicity Groups,67,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Northeast,30-39 years,All Race/Ethnicity Groups,177,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Northeast,40-49 years,All Race/Ethnicity Groups,528,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Northeast,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,Cumulative May through August,Northeast,50-64 years,All Race/Ethnicity Groups,3119,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Northeast,65-74 years,All Race/Ethnicity Groups,4496,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Northeast,75-84 years,All Race/Ethnicity Groups,5962,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Northeast,85+ years,All Race/Ethnicity Groups,9115,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,Northeast,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,Cumulative May through August,Northeast,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,South,1-4 Years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,Cumulative May through August,South,18-29 years,All Race/Ethnicity Groups,279,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,South,30-39 years,All Race/Ethnicity Groups,753,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,South,40-49 years,All Race/Ethnicity Groups,2107,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,South,5-17 years,All Race/Ethnicity Groups,30,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,South,50-64 years,All Race/Ethnicity Groups,9165,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,South,65-74 years,All Race/Ethnicity Groups,12079,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,South,75-84 years,All Race/Ethnicity Groups,13961,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,South,85+ years,All Race/Ethnicity Groups,13867,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,South,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,Cumulative May through August,South,Unknown Age,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,Cumulative May through August,United States,1-4 Years,All Race/Ethnicity Groups,13,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,United States,18-29 years,All Race/Ethnicity Groups,567,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,United States,30-39 years,All Race/Ethnicity Groups,1546,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,United States,40-49 years,All Race/Ethnicity Groups,4026,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,United States,5-17 years,All Race/Ethnicity Groups,46,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,United States,50-64 years,All Race/Ethnicity Groups,18762,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,United States,65-74 years,All Race/Ethnicity Groups,24881,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,United States,75-84 years,All Race/Ethnicity Groups,29766,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,United States,85+ years,All Race/Ethnicity Groups,34788,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,United States,Under 1 year,All Race/Ethnicity Groups,14,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,United States,Unknown Age,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,Cumulative May through August,West,1-4 Years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,Cumulative May through August,West,18-29 years,All Race/Ethnicity Groups,150,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,West,30-39 years,All Race/Ethnicity Groups,416,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,West,40-49 years,All Race/Ethnicity Groups,945,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,West,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
2020,Cumulative May through August,West,50-64 years,All Race/Ethnicity Groups,4050,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
2020,Cumulative May through August,West,65-74 years,All Race/Ethnicity Groups,4639,All Sexes,All Places of Death,2020-10-12,"Data are provisional, and values in the most recent months are incomplete.",
